# weight (10, 8, 7, 1, 1, 1) delta 7 HWV vanishing on the pad side, mod 2147483629; monomial = multiset of exponent tuples alpha of c_alpha (coefficient of x^alpha / alpha!)
[(0, 0, 3, 0, 0, 1), (0, 1, 2, 0, 1, 0), (0, 2, 1, 1, 0, 0), (0, 3, 1, 0, 0, 0), (2, 2, 0, 0, 0, 0), (4, 0, 0, 0, 0, 0), (4, 0, 0, 0, 0, 0)] 1
[(0, 0, 3, 0, 0, 1), (0, 1, 2, 0, 1, 0), (0, 2, 1, 1, 0, 0), (0, 3, 1, 0, 0, 0), (3, 1, 0, 0, 0, 0), (3, 1, 0, 0, 0, 0), (4, 0, 0, 0, 0, 0)] -268435454
[(0, 0, 3, 0, 0, 1), (0, 1, 2, 0, 1, 0), (0, 2, 1, 1, 0, 0), (0, 4, 0, 0, 0, 0), (2, 1, 1, 0, 0, 0), (4, 0, 0, 0, 0, 0), (4, 0, 0, 0, 0, 0)] -2
[(0, 0, 3, 0, 0, 1), (0, 1, 2, 0, 1, 0), (0, 2, 1, 1, 0, 0), (0, 4, 0, 0, 0, 0), (3, 0, 1, 0, 0, 0), (3, 1, 0, 0, 0, 0), (4, 0, 0, 0, 0, 0)] -1073741813
[(0, 0, 3, 0, 0, 1), (0, 1, 2, 0, 1, 0), (0, 2, 1, 1, 0, 0), (1, 2, 1, 0, 0, 0), (2, 2, 0, 0, 0, 0), (3, 1, 0, 0, 0, 0), (4, 0, 0, 0, 0, 0)] 536870907
[(0, 0, 3, 0, 0, 1), (0, 1, 2, 0, 1, 0), (0, 2, 1, 1, 0, 0), (1, 2, 1, 0, 0, 0), (3, 1, 0, 0, 0, 0), (3, 1, 0, 0, 0, 0), (3, 1, 0, 0, 0, 0)] -1006632951
[(0, 0, 3, 0, 0, 1), (0, 1, 2, 0, 1, 0), (0, 2, 1, 1, 0, 0), (1, 3, 0, 0, 0, 0), (2, 1, 1, 0, 0, 0), (3, 1, 0, 0, 0, 0), (4, 0, 0, 0, 0, 0)] -1073741814
[(0, 0, 3, 0, 0, 1), (0, 1, 2, 0, 1, 0), (0, 2, 1, 1, 0, 0), (1, 3, 0, 0, 0, 0), (2, 2, 0, 0, 0, 0), (3, 0, 1, 0, 0, 0), (4, 0, 0, 0, 0, 0)] 536870907
[(0, 0, 3, 0, 0, 1), (0, 1, 2, 0, 1, 0), (0, 2, 1, 1, 0, 0), (1, 3, 0, 0, 0, 0), (3, 0, 1, 0, 0, 0), (3, 1, 0, 0, 0, 0), (3, 1, 0, 0, 0, 0)] 872415224
[(0, 0, 3, 0, 0, 1), (0, 1, 2, 0, 1, 0), (0, 2, 1, 1, 0, 0), (2, 1, 1, 0, 0, 0), (2, 2, 0, 0, 0, 0), (3, 1, 0, 0, 0, 0), (3, 1, 0, 0, 0, 0)] 671088634
[(0, 0, 3, 0, 0, 1), (0, 1, 2, 0, 1, 0), (0, 2, 1, 1, 0, 0), (2, 2, 0, 0, 0, 0), (2, 2, 0, 0, 0, 0), (3, 0, 1, 0, 0, 0), (3, 1, 0, 0, 0, 0)] 805306361
[(0, 0, 3, 0, 0, 1), (0, 1, 2, 0, 1, 0), (0, 2, 2, 0, 0, 0), (0, 3, 0, 1, 0, 0), (2, 2, 0, 0, 0, 0), (4, 0, 0, 0, 0, 0), (4, 0, 0, 0, 0, 0)] -2
